SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,LOC
22018,1629029,21800807,2019-02-06,DAL vs. CHA,W,35,5,20,0.25,2,10,0.2,7,9,0.778,1,9,10,11,1,0,3,1,19,9,1,Home
22018,1629029,21800821,2019-02-08,DAL vs. MIL,L,27,7,14,0.5,3,7,0.429,3,7,0.429,1,2,3,2,0,0,2,1,20,-28,1,Home
22018,1629029,21800834,2019-02-10,DAL vs. POR,W,38,9,19,0.474,4,9,0.444,6,8,0.75,0,9,9,6,0,1,3,3,28,-4,1,Home
22018,1629029,21800844,2019-02-11,DAL @ HOU,L,36,7,17,0.412,2,9,0.222,5,9,0.556,0,10,10,8,0,0,5,2,21,-5,1,Away
22018,1629029,21800859,2019-02-13,DAL vs. MIA,L,33,5,17,0.294,3,9,0.333,5,7,0.714,5,7,12,9,0,0,6,1,18,-12,1,Home
22018,1629029,21800907,2019-02-25,DAL @ LAC,L,33,7,12,0.583,4,6,0.667,10,12,0.833,1,9,10,10,0,1,9,2,28,1,1,Away
22018,1629029,21800918,2019-02-27,DAL vs. IND,W,32,9,16,0.563,3,8,0.375,5,7,0.714,1,9,10,7,0,0,7,3,26,0,1,Home
22018,1629029,21800939,2019-03-02,DAL vs. MEM,L,26,7,14,0.5,1,8,0.125,7,12,0.583,0,4,4,2,2,2,2,1,22,-14,1,Home
22018,1629029,21800952,2019-03-04,DAL @ BKN,L,29,6,16,0.375,3,7,0.429,1,4,0.25,1,5,6,1,1,2,2,1,16,-31,1,Away
22018,1629029,21800967,2019-03-06,DAL @ WAS,L,36,11,26,0.423,2,8,0.25,7,9,0.778,3,8,11,7,4,0,2,3,31,-10,1,Away
22018,1629029,21800978,2019-03-08,DAL @ ORL,L,33,9,20,0.45,3,8,0.375,3,5,0.6,0,8,8,5,1,0,3,1,24,-5,1,Away
22018,1629029,21800997,2019-03-10,DAL vs. HOU,L,37,5,16,0.313,1,6,0.167,8,9,0.889,1,14,15,9,2,2,3,2,19,-5,1,Home
22018,1629029,21801011,2019-03-12,DAL vs. SAS,L,34,5,18,0.278,1,7,0.143,1,9,0.111,2,4,6,7,0,2,9,1,12,-11,1,Home
22018,1629029,21801025,2019-03-14,DAL @ DEN,L,35,10,23,0.435,1,8,0.125,3,7,0.429,1,10,11,9,2,0,3,1,24,-2,1,Away
22018,1629029,21801056,2019-03-18,DAL vs. NOP,L,39,10,26,0.385,1,7,0.143,8,11,0.727,5,8,13,10,2,0,5,4,29,-8,1,Home
22018,1629029,21801073,2019-03-20,DAL @ POR,L,29,8,16,0.5,1,4,0.25,7,7,1.0,0,5,5,6,0,0,2,4,24,-7,1,Away
22018,1629029,21801078,2019-03-21,DAL @ SAC,L,26,4,19,0.211,2,10,0.2,3,5,0.6,1,9,10,3,0,0,1,1,13,-23,1,Away
22018,1629029,21801092,2019-03-23,DAL @ GSW,W,27,6,14,0.429,4,11,0.364,7,11,0.636,1,10,11,10,3,0,3,3,23,29,1,Away
22018,1629029,21801114,2019-03-26,DAL vs. SAC,L,36,9,20,0.45,0,9,0.0,10,11,0.909,1,11,12,12,0,0,4,2,28,-7,1,Home
22018,1629029,21801124,2019-03-28,DAL @ MIA,L,31,6,18,0.333,3,9,0.333,4,6,0.667,0,8,8,7,0,0,6,4,19,-8,1,Away
22018,1629029,21801172,2019-04-03,DAL vs. MIN,L,32,11,21,0.524,2,8,0.25,3,3,1.0,4,8,12,6,0,1,4,1,27,-15,1,Home
22018,1629029,21801216,2019-04-09,DAL vs. PHX,W,32,6,14,0.429,2,5,0.4,7,8,0.875,3,13,16,11,3,0,4,1,21,15,1,Home
22019,1629029,21900009,2019-10-23,DAL vs. WAS,W,34,12,19,0.632,4,9,0.444,6,8,0.75,1,8,9,3,2,0,6,4,34,0,1,Home
22019,1629029,21900021,2019-10-25,DAL @ NOP,W,38,10,19,0.526,3,9,0.333,2,2,1.0,1,9,10,10,2,0,3,1,25,12,1,Away
22019,1629029,21900038,2019-10-27,DAL vs. POR,L,38,8,22,0.364,2,11,0.182,11,14,0.786,1,11,12,9,3,0,4,4,29,5,1,Home
22019,1629029,21900053,2019-10-29,DAL @ DEN,W,32,3,12,0.25,1,6,0.167,5,8,0.625,2,2,4,5,2,0,4,1,12,-17,1,Away
22019,1629029,21900074,2019-11-01,DAL vs. LAL,L,38,10,23,0.435,4,9,0.444,7,8,0.875,1,12,13,15,0,1,6,3,31,-4,1,Home
22019,1629029,21900089,2019-11-03,DAL @ CLE,W,34,9,17,0.529,5,10,0.5,6,6,1.0,4,10,14,15,0,0,5,2,29,15,1,Away
22019,1629029,21900109,2019-11-06,DAL vs. ORL,W,37,10,21,0.476,1,7,0.143,6,7,0.857,2,5,7,7,0,0,6,3,27,6,1,Home
22019,1629029,21900122,2019-11-08,DAL vs. NYK,L,35,13,26,0.5,3,11,0.273,9,9,1.0,1,13,14,10,0,0,8,5,38,-5,1,Home
22019,1629029,21900130,2019-11-09,DAL @ MEM,W,29,9,16,0.563,2,6,0.333,4,5,0.8,3,11,14,8,2,0,2,0,24,1,1,Away
22019,1629029,21900141,2019-11-11,DAL @ BOS,L,34,11,21,0.524,3,10,0.3,9,10,0.9,0,6,6,9,0,0,1,2,34,-17,1,Away
22019,1629029,21900162,2019-11-14,DAL @ NYK,L,36,10,23,0.435,3,12,0.25,10,13,0.769,1,9,10,11,3,1,3,1,33,-3,1,Away
22019,1629029,21900180,2019-11-16,DAL vs. TOR,W,36,5,14,0.357,1,5,0.2,15,19,0.789,3,12,15,7,2,0,7,1,26,14,1,Home
22019,1629029,21900194,2019-11-18,DAL vs. SAS,W,35,14,27,0.519,5,13,0.385,9,13,0.692,2,9,11,12,0,0,5,5,42,11,1,Home
22019,1629029,21900208,2019-11-20,DAL vs. GSW,W,26,11,18,0.611,6,10,0.6,7,8,0.875,1,9,10,11,4,0,5,3,35,45,1,Home
22019,1629029,21900221,2019-11-22,DAL vs. CLE,W,28,11,18,0.611,4,8,0.5,4,4,1.0,0,7,7,14,0,0,2,2,30,21,1,Home
22019,1629029,21900235,2019-11-24,DAL @ HOU,W,34,15,30,0.5,5,14,0.357,6,8,0.75,0,6,6,10,2,1,5,3,41,21,1,Away
22019,1629029,21900251,2019-11-26,DAL vs. LAC,L,35,4,14,0.286,0,8,0.0,14,16,0.875,2,6,8,6,3,0,7,4,22,-7,1,Home
22019,1629029,21900277,2019-11-29,DAL @ PHX,W,38,12,24,0.5,3,11,0.273,15,18,0.833,2,7,9,11,1,0,2,4,42,3,1,Away
22019,1629029,21900287,2019-12-01,DAL @ LAL,W,33,10,23,0.435,4,10,0.4,3,3,1.0,2,7,9,10,3,0,7,1,27,5,1,Away
22019,1629029,21900302,2019-12-03,DAL @ NOP,W,28,9,18,0.5,5,12,0.417,10,13,0.769,2,16,18,5,0,0,4,0,33,16,1,Away
22019,1629029,21900313,2019-12-04,DAL vs. MIN,W,32,8,22,0.364,1,8,0.125,5,8,0.625,0,7,7,6,0,0,5,2,22,-16,1,Home
22019,1629029,21900330,2019-12-07,DAL vs. NOP,W,26,8,15,0.533,2,8,0.25,8,10,0.8,0,6,6,9,1,0,2,2,26,28,1,Home
22019,1629029,21900340,2019-12-08,DAL vs. SAC,L,35,10,24,0.417,3,12,0.25,4,5,0.8,0,7,7,8,0,0,6,2,27,4,1,Home
22019,1629029,21900369,2019-12-12,DAL @ DET,W,34,14,24,0.583,6,13,0.462,7,12,0.583,1,11,12,11,0,0,3,2,41,29,1,Away
22019,1629029,21900384,2019-12-14,DAL vs. MIA,L,2,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,1,0,2,-4,1,Home
22019,1629029,21900463,2019-12-26,DAL vs. SAS,W,33,9,23,0.391,1,6,0.167,5,8,0.625,3,7,10,8,1,0,3,3,24,3,1,Home
22019,1629029,21900482,2019-12-28,DAL @ GSW,W,30,8,16,0.5,5,8,0.625,10,10,1.0,2,10,12,15,2,0,3,0,31,20,1,Away
22019,1629029,21900490,2019-12-29,DAL @ LAL,L,30,5,14,0.357,0,6,0.0,9,9,1.0,1,3,4,7,2,0,6,3,19,-13,1,Away
22019,1629029,21900503,2019-12-31,DAL @ OKC,L,40,12,29,0.414,3,16,0.188,8,12,0.667,2,8,10,7,1,0,2,3,35,1,1,Away
22019,1629029,21900513,2020-01-02,DAL vs. BKN,W,34,9,18,0.5,5,8,0.625,8,9,0.889,4,9,13,7,0,1,4,4,31,16,1,Home
22019,1629029,21900530,2020-01-04,DAL vs. CHA,L,43,14,32,0.438,5,15,0.333,6,6,1.0,2,10,12,10,2,0,5,4,39,-5,1,Home
22019,1629029,21900545,2020-01-06,DAL vs. CHI,W,34,14,24,0.583,5,10,0.5,5,9,0.556,1,10,11,10,0,1,3,2,38,8,1,Home
22019,1629029,21900559,2020-01-08,DAL vs. DEN,L,37,11,24,0.458,1,7,0.143,4,6,0.667,2,7,9,10,0,0,6,2,27,7,1,Home
22019,1629029,21900572,2020-01-10,DAL vs. LAL,L,32,8,19,0.421,1,5,0.2,8,13,0.615,2,8,10,7,0,0,6,3,25,-13,1,Home
22019,1629029,21900581,2020-01-11,DAL vs. PHI,W,33,4,15,0.267,1,3,0.333,10,12,0.833,1,7,8,12,0,0,5,3,19,18,1,Home
22019,1629029,21900602,2020-01-14,DAL @ GSW,W,27,8,19,0.421,2,9,0.222,2,8,0.25,1,7,8,2,1,0,3,3,20,13,1,Away
22019,1629029,21900612,2020-01-15,DAL @ SAC,W,34,8,18,0.444,0,5,0.0,9,10,0.9,0,15,15,17,0,0,6,3,25,9,1,Away
22019,1629029,21900625,2020-01-17,DAL vs. POR,W,34,11,23,0.478,8,12,0.667,5,8,0.625,2,6,8,7,1,0,3,2,35,6,1,Home
22019,1629029,21900653,2020-01-21,DAL vs. LAC,L,35,12,26,0.462,3,12,0.25,9,14,0.643,2,8,10,9,0,2,4,3,36,-6,1,Home
22019,1629029,21900668,2020-01-23,DAL @ POR,W,35,11,25,0.44,2,11,0.182,3,6,0.5,1,5,6,9,2,0,3,4,27,1,1,Away
22019,1629029,21900680,2020-01-25,DAL @ UTA,L,36,11,25,0.44,2,10,0.2,1,5,0.2,0,6,6,7,2,0,4,2,25,0,1,Away
22019,1629029,21900697,2020-01-27,DAL @ OKC,W,33,10,24,0.417,5,12,0.417,4,7,0.571,2,9,11,5,0,0,0,2,29,0,1,Away
22019,1629029,21900706,2020-01-28,DAL vs. PHX,L,25,7,15,0.467,1,4,0.25,6,7,0.857,1,5,6,2,1,0,4,2,21,-26,1,Home
22019,1629029,21900814,2020-02-12,DAL vs. SAC,W,31,10,18,0.556,3,7,0.429,10,12,0.833,1,11,12,8,0,0,4,3,33,30,1,Home
22019,1629029,21900826,2020-02-21,DAL @ ORL,W,34,10,21,0.476,4,8,0.5,9,12,0.75,0,10,10,8,1,1,6,0,33,13,1,Away
22019,1629029,21900854,2020-02-24,DAL vs. MIN,W,25,7,16,0.438,1,6,0.167,5,8,0.625,2,7,9,7,2,1,3,3,20,1,1,Home
22019,1629029,21900869,2020-02-26,DAL @ SAS,W,37,10,25,0.4,3,11,0.273,3,4,0.75,1,9,10,14,1,0,7,5,26,14,1,Away
22019,1629029,21900880,2020-02-28,DAL @ MIA,L,38,7,17,0.412,0,6,0.0,9,9,1.0,0,4,4,10,0,0,6,4,23,6,1,Away
22019,1629029,21900907,2020-03-02,DAL @ CHI,L,38,8,20,0.4,1,8,0.125,6,9,0.667,0,5,5,9,1,0,4,3,23,10,1,Away
22019,1629029,21900923,2020-03-04,DAL vs. NOP,W,41,9,20,0.45,4,11,0.364,8,13,0.615,1,16,17,10,1,1,7,2,30,-5,1,Home
22019,1629029,21900937,2020-03-06,DAL vs. MEM,W,30,7,20,0.35,2,8,0.25,5,8,0.625,0,4,4,6,2,0,1,1,21,-6,1,Home
22019,1629029,21900952,2020-03-08,DAL vs. IND,L,36,13,26,0.5,4,13,0.308,6,10,0.6,1,9,10,8,2,0,3,3,36,2,1,Home
22019,1629029,21900965,2020-03-10,DAL @ SAS,L,36,13,26,0.5,6,13,0.462,6,7,0.857,1,6,7,8,2,0,5,3,38,-9,1,Away
22019,1629029,21900973,2020-03-11,DAL vs. DEN,W,40,10,22,0.455,2,8,0.25,6,11,0.545,1,5,6,9,2,0,2,2,28,3,1,Home
22019,1629029,21901238,2020-07-31,DAL vs. HOU,L,42,11,27,0.407,1,9,0.111,5,9,0.556,2,11,13,10,1,1,8,6,28,0,1,Home
22019,1629029,21901249,2020-08-02,DAL @ PHX,L,38,11,20,0.55,0,3,0.0,18,19,0.947,0,8,8,11,0,0,6,4,40,3,1,Away
22019,1629029,21901257,2020-08-04,DAL @ SAC,W,44,12,24,0.5,2,6,0.333,8,11,0.727,4,16,20,12,0,2,6,3,34,3,1,Away
22019,1629029,21901271,2020-08-06,DAL vs. LAC,L,35,10,21,0.476,6,13,0.462,3,6,0.5,0,3,3,6,0,0,4,2,29,-21,1,Home
22019,1629029,21901284,2020-08-08,DAL vs. MIL,W,42,12,24,0.5,3,9,0.333,9,10,0.9,1,13,14,19,1,0,2,1,36,12,1,Home
22019,1629029,21901300,2020-08-11,DAL vs. POR,L,35,8,19,0.421,2,8,0.25,7,9,0.778,1,7,8,10,0,1,6,1,25,-3,1,Home
22019,1629029,21901313,2020-08-13,DAL @ PHX,L,13,5,9,0.556,1,2,0.5,7,7,1.0,1,4,5,0,1,0,1,2,18,-4,1,Away
22020,1629029,22000004,2020-12-23,DAL @ PHX,L,36,11,26,0.423,0,6,0.0,10,12,0.833,2,6,8,5,0,0,1,2,32,-9,1,Away
22020,1629029,22000008,2020-12-25,DAL @ LAL,L,34,9,19,0.474,2,5,0.4,7,8,0.875,0,4,4,7,0,1,3,0,27,-14,1,Away
22020,1629029,22000031,2020-12-27,DAL @ LAC,W,26,8,18,0.444,0,5,0.0,8,9,0.889,0,9,9,8,1,0,2,0,24,29,1,Away
22020,1629029,22000059,2020-12-30,DAL vs. CHA,L,24,4,10,0.4,0,5,0.0,4,7,0.571,0,2,2,5,2,0,3,3,12,-27,1,Home
22020,1629029,22000071,2021-01-01,DAL vs. MIA,W,36,9,22,0.409,3,10,0.3,6,9,0.667,1,14,15,7,0,1,5,2,27,12,1,Home
22020,1629029,22000098,2021-01-04,DAL @ HOU,W,38,12,25,0.48,3,10,0.3,6,6,1.0,2,14,16,11,0,0,8,3,33,28,1,Away
22020,1629029,22000120,2021-01-07,DAL @ DEN,W,43,13,22,0.591,2,7,0.286,10,15,0.667,0,9,9,13,5,1,8,0,38,14,1,Away
22020,1629029,22000139,2021-01-09,DAL vs. ORL,W,35,7,20,0.35,3,9,0.333,3,3,1.0,1,9,10,10,1,2,6,1,20,0,1,Home
22020,1629029,22000164,2021-01-13,DAL @ CHA,W,35,14,25,0.56,5,9,0.556,1,2,0.5,2,11,13,9,2,4,4,3,34,14,1,Away
22020,1629029,22000182,2021-01-15,DAL @ MIL,L,36,12,24,0.5,1,7,0.143,3,7,0.429,0,10,10,13,0,0,3,4,28,-2,1,Away
22020,1629029,22000198,2021-01-17,DAL vs. CHI,L,38,13,30,0.433,6,11,0.545,4,6,0.667,6,10,16,15,2,0,5,2,36,-7,1,Home
22020,1629029,22000210,2021-01-18,DAL @ TOR,L,35,4,11,0.364,0,3,0.0,7,8,0.875,2,5,7,9,0,0,3,0,15,-10,1,Away
22020,1629029,22000217,2021-01-20,DAL @ IND,W,38,5,15,0.333,0,3,0.0,3,4,0.75,0,12,12,12,0,1,3,0,13,11,1,Away
22020,1629029,22000237,2021-01-22,DAL @ SAS,W,36,13,28,0.464,4,12,0.333,6,6,1.0,0,9,9,11,0,0,2,5,36,-6,1,Away
22020,1629029,22000247,2021-01-23,DAL vs. HOU,L,29,9,18,0.5,1,6,0.167,7,12,0.583,0,5,5,8,0,1,3,0,26,-15,1,Home
22020,1629029,22000265,2021-01-25,DAL vs. DEN,L,39,11,23,0.478,3,8,0.375,10,10,1.0,2,9,11,16,4,1,5,3,35,8,1,Home
22020,1629029,22000282,2021-01-27,DAL @ UTA,L,34,13,24,0.542,2,7,0.286,2,2,1.0,0,4,4,6,1,0,4,1,30,-7,1,Away
22020,1629029,22000297,2021-01-29,DAL @ UTA,L,32,8,17,0.471,2,6,0.333,7,10,0.7,0,6,6,7,1,0,2,2,25,-27,1,Away
22020,1629029,22000303,2021-01-30,DAL vs. PHX,L,33,12,22,0.545,3,7,0.429,2,4,0.5,0,8,8,7,0,0,4,3,29,2,1,Home
22020,1629029,22000319,2021-02-01,DAL vs. PHX,L,38,7,19,0.368,1,4,0.25,10,11,0.909,0,5,5,8,1,2,4,2,25,8,1,Home
22020,1629029,22000330,2021-02-03,DAL @ ATL,W,38,8,20,0.4,1,5,0.2,10,10,1.0,1,7,8,14,2,1,4,1,27,3,1,Away
